FECHA;SEXO;INSTRUCCION;RANGO EDAD;NUMERO TARJETAHABIENTES;NUMERO TARJETAS;CAPITAL POR VENCER (USD);CAPITAL VENCIDO (USD);CAPITAL NO DEVENGA INTERESES (USD);CAPITAL CONSUMO (USD)
30/9/2024;MUJER;BACHILLERATO;Entre 40 a 49;10682;11289;10566175,11;771919,12;731283,73;1746005,78
30/9/2024;MUJER;BACHILLERATO;Entre 50 a 65;9883;10366;10657622,76;512649,89;527418,81;1727635,39
30/9/2024;MUJER;BACHILLERATO;Mayor a 65;2609;2721;2813269,59;89590,2;76140,83;406274,76
30/9/2024;MUJER;BACHILLERATO;No Definido;52;52;6746,11;0;0;6761,31
30/9/2024;MUJER;BASICA;;22915;23979;16640978,18;926554,95;735750,17;3060366,38
30/9/2024;MUJER;ELEMENTAL;Entre 30 a 39;1;1;0;0;0;0
30/9/2024;MUJER;ELEMENTAL;Entre 40 a 49;2;2;663,05;0;0;110
30/9/2024;MUJER;ELEMENTAL;Entre 50 a 65;6;7;3850,55;33,13;1311,34;0
30/9/2024;MUJER;ELEMENTAL;Mayor a 65;4;4;130,7;0;0;0
30/9/2024;MUJER;ESPECIAL;Entre 30 a 39;1;1;3504,25;0;0;0
30/9/2024;MUJER;ESPECIAL;Entre 40 a 49;10;10;14055,95;0;0;1536,63
30/9/2024;MUJER;ESPECIAL;Entre 50 a 65;2;2;3682,17;0;0;2076,79
30/9/2024;MUJER;ESPECIAL;Mayor a 65;1;1;0;0;0;0
30/9/2024;MUJER;INICIAL;Entre 18 a 29;200;205;106139,6;8916;5090,03;22564,32
30/9/2024;MUJER;INICIAL;Entre 30 a 39;133;137;115689,78;20929,43;11778,36;29151,82
30/9/2024;MUJER;INICIAL;Entre 40 a 49;139;143;104760,39;18148,17;6992,37;11213,82
30/9/2024;MUJER;INICIAL;Entre 50 a 65;171;179;152584,31;6719,58;9931;24794,89
30/9/2024;MUJER;INICIAL;Mayor a 65;95;98;46106,57;5883,74;586;5030,28
30/9/2024;MUJER;NINGUNA;Entre 18 a 29;2;2;0;0;0;0
30/9/2024;MUJER;NINGUNA;Entre 30 a 39;3;3;809,44;0;0;26,45
30/9/2024;MUJER;NINGUNA;Entre 40 a 49;24;25;16005,56;529,82;161,82;4346,42
30/9/2024;MUJER;NINGUNA;Entre 50 a 65;95;99;37846,46;974,14;644,6;7358,41
30/9/2024;MUJER;NINGUNA;Mayor a 65;45;46;19846,15;4192,9;290,81;2468,62
30/9/2024;MUJER;NO DISPONIBLE;Entre 18 a 29;12;12;7389,7;1523,41;251,63;856,96
30/9/2024;MUJER;NO DISPONIBLE;Entre 30 a 39;27;28;17194,01;0;0;1200,02
30/9/2024;MUJER;NO DISPONIBLE;Entre 40 a 49;14;15;6605,87;3938,13;5272,49;190
30/9/2024;MUJER;NO DISPONIBLE;Entre 50 a 65;16;19;25277,06;1725,98;5929,44;2710,73
30/9/2024;MUJER;NO DISPONIBLE;Mayor a 65;3;3;6204,27;0;0;518,73
30/9/2024;MUJER;PRIMARIA;Entre 18 a 29;2;2;0;0;0;0
30/9/2024;MUJER;PRIMARIA;Entre 30 a 39;39;41;17512,3;0;0;5199,38
30/9/2024;MUJER;PRIMARIA;Entre 40 a 49;35;35;21497,52;913,72;865,13;6661,88
30/9/2024;MUJER;PRIMARIA;Entre 50 a 65;49;50;34647,58;703,42;419,04;3036,45
30/9/2024;MUJER;PRIMARIA;Mayor a 65;13;13;5029,42;3562,02;196,83;686,76
30/9/2024;MUJER;SECUNDARIA;Entre 18 a 29;12;12;2440,86;75,39;753,9;233,19
30/9/2024;MUJER;SECUNDARIA;Entre 30 a 39;133;142;88765,36;14180,2;9005,44;12192,98
30/9/2024;MUJER;SECUNDARIA;Entre 40 a 49;88;93;82975,06;4959,72;2555,44;13296,44
30/9/2024;MUJER;SECUNDARIA;Entre 50 a 65;105;109;110468,63;399,82;677,54;15377,07
30/9/2024;MUJER;SECUNDARIA;Mayor a 65;28;29;25478,63;1231,05;0;6026,67
30/9/2024;MUJER;SUPERIOR;Entre 18 a 29;7130;7458;4661596,9;221797,47;215213,65;1028644,5
30/9/2024;MUJER;SUPERIOR;Entre 30 a 39;29437;31480;27038597,75;1468847,18;1496048,05;4716875,35
30/9/2024;MUJER;SUPERIOR;Entre 40 a 49;14148;14904;16920210,92;854225,48;1002501,61;2691176,49
30/9/2024;MUJER;SUPERIOR;Entre 50 a 65;9810;10255;11576229,23;350955,84;432496,28;1593579,76
30/9/2024;MUJER;SUPERIOR;Mayor a 65;2218;2306;2563393,81;74385,5;54539,65;375648,36
30/9/2024;MUJER;SUPERIOR;No Definido;10;10;1619,33;0;0;1647,26
30/9/2024;NO DISPONIBLE;NO DISPONIBLE;No Definido;78;79;335790,88;4979,98;0;73425,56
31/10/2024;HOMBRE;BACHILLERATO;Entre 18 a 29;28030;28924;17623577,61;1563367,98;1412078,37;3339749,85
31/10/2024;HOMBRE;BACHILLERATO;Entre 30 a 39;32250;34258;26950900,06;3020795,24;2556545,76;4153525,3
31/10/2024;HOMBRE;BACHILLERATO;Entre 40 a 49;18780;19780;20184140,73;1834461,83;1906519,21;2522880,08
31/10/2024;HOMBRE;BACHILLERATO;Entre 50 a 65;14051;14719;16858545,48;942754,77;1017889,44;2225668,86
31/10/2024;HOMBRE;BACHILLERATO;Mayor a 65;2539;2664;2858055,93;95967,74;88681,64;414320,11
31/10/2024;HOMBRE;BACHILLERATO;No Definido;65;65;12092,04;0;0;12330,31
31/10/2024;HOMBRE;BASICA;;34291;35767;25610319,78;1867939,51;1505598,08;4196785,95
31/10/2024;HOMBRE;ELEMENTAL;Entre 18 a 29;1;1;582,64;0;0;300
31/10/2024;HOMBRE;ELEMENTAL;Entre 40 a 49;4;4;1601,17;0;0;280
31/10/2024;HOMBRE;ELEMENTAL;Entre 50 a 65;2;3;0;0;0;0
31/10/2024;HOMBRE;ELEMENTAL;Mayor a 65;12;12;4034,36;0;0;1920,08
31/10/2024;HOMBRE;ESPECIAL;Entre 40 a 49;2;2;708,04;0;0;0
31/10/2024;HOMBRE;ESPECIAL;Entre 50 a 65;1;1;0;0;0;0
31/10/2024;HOMBRE;ESPECIAL;Mayor a 65;1;1;1003,73;0;0;94,64
31/10/2024;HOMBRE;INICIAL;Entre 18 a 29;365;369;184116,8;31362,23;17020,83;27906,87
31/10/2024;HOMBRE;INICIAL;Entre 30 a 39;236;241;175273,56;41212,07;14902,12;36837,8
31/10/2024;HOMBRE;INICIAL;Entre 40 a 49;180;184;128795,39;68993,75;10819,03;19631
31/10/2024;HOMBRE;INICIAL;Entre 50 a 65;187;197;168040,48;22811,87;22892,42;25145,86
31/10/2024;HOMBRE;INICIAL;Mayor a 65;131;134;66896,25;5576,59;0;11051,33
31/10/2024;HOMBRE;NINGUNA;Entre 18 a 29;6;6;1101,9;0;0;250,26
31/10/2024;HOMBRE;NINGUNA;Entre 30 a 39;17;19;6771,54;18,63;250,09;2440,68
31/10/2024;HOMBRE;NINGUNA;Entre 40 a 49;25;25;13008,93;2608,81;1838,43;1438,75
31/10/2024;HOMBRE;NINGUNA;Entre 50 a 65;55;56;26187,09;2842,77;402,51;5305,58
31/10/2024;HOMBRE;NINGUNA;Mayor a 65;25;25;10434,55;1124,09;400,63;956
31/10/2024;HOMBRE;NO DISPONIBLE;Entre 18 a 29;17;18;15529,31;132,86;738,08;4024,57
31/10/2024;HOMBRE;NO DISPONIBLE;Entre 30 a 39;30;30;25541,15;1446,68;4904,29;2986,02
31/10/2024;HOMBRE;NO DISPONIBLE;Entre 40 a 49;19;20;19707,61;4440,78;2748,85;1721,05
31/10/2024;HOMBRE;NO DISPONIBLE;Entre 50 a 65;14;17;51347,13;447,38;1765,36;9052,3
31/10/2024;HOMBRE;NO DISPONIBLE;Mayor a 65;3;3;6338,04;0;0;3025,15
31/10/2024;HOMBRE;PRIMARIA;Entre 18 a 29;6;6;3810,75;0;0;1094,5
31/10/2024;HOMBRE;PRIMARIA;Entre 30 a 39;61;61;25668,44;580,53;0;6276,41
31/10/2024;HOMBRE;PRIMARIA;Entre 40 a 49;54;61;42805,58;607,05;290,72;6878,14
31/10/2024;HOMBRE;PRIMARIA;Entre 50 a 65;75;79;38019,88;683,25;608,38;3513,81
31/10/2024;HOMBRE;PRIMARIA;Mayor a 65;23;23;21995,98;1;0;671,29
31/10/2024;HOMBRE;SECUNDARIA;Entre 18 a 29;14;15;6595,23;616,92;53,54;1247,64
31/10/2024;HOMBRE;SECUNDARIA;Entre 30 a 39;176;187;174150,52;11160,1;6286,45;26619,23
31/10/2024;HOMBRE;SECUNDARIA;Entre 40 a 49;110;116;98221,03;11417,56;15895,74;15074,82
31/10/2024;HOMBRE;SECUNDARIA;Entre 50 a 65;119;127;104855,6;4436,54;5600,9;15548,81
31/10/2024;HOMBRE;SECUNDARIA;Mayor a 65;33;34;18380,62;1784,72;0;1691,15
31/10/2024;HOMBRE;SUPERIOR;Entre 18 a 29;6355;6650;4644932,82;372751,77;311651,97;1000378,55
31/10/2024;HOMBRE;SUPERIOR;Entre 30 a 39;25851;27761;24728807,16;1978662,75;1952822,9;4352996,36
31/10/2024;HOMBRE;SUPERIOR;Entre 40 a 49;11229;11919;15895961,78;1016407,25;1285589,98;2271500,15
31/10/2024;HOMBRE;SUPERIOR;Entre 50 a 65;7754;8092;11874661,68;538203,71;683943,17;1519188,14
31/10/2024;HOMBRE;SUPERIOR;Mayor a 65;2871;3022;4048573,76;73871,21;120052,34;547145,8
31/10/2024;HOMBRE;SUPERIOR;No Definido;25;25;3369,09;0;0;3512,8
31/10/2024;MUJER;BACHILLERATO;Entre 18 a 29;15640;16178;9069988,59;774693,32;599701,38;1968207,83
31/10/2024;MUJER;BACHILLERATO;Entre 30 a 39;17172;18128;14041372,9;1299902,02;1136452,34;2520183,17
31/10/2024;MUJER;BACHILLERATO;Entre 40 a 49;10687;11292;10720290,95;800192,68;715040,54;1778630,39
31/10/2024;MUJER;BACHILLERATO;Entre 50 a 65;9957;10445;10909148,28;546017,9;505318,47;1848586,12
31/10/2024;MUJER;BACHILLERATO;Mayor a 65;2644;2759;2833296,22;97120,56;103061,81;439731
31/10/2024;MUJER;BACHILLERATO;No Definido;42;42;9827,57;0;0;9911,04
31/10/2024;MUJER;BASICA;;23003;24069;16937480,58;970924,64;738914,71;3152339,98
31/10/2024;MUJER;ELEMENTAL;Entre 30 a 39;1;1;0;0;0;0
31/10/2024;MUJER;ELEMENTAL;Entre 40 a 49;2;2;595,57;0;0;0
31/10/2024;MUJER;ELEMENTAL;Entre 50 a 65;6;7;3517,2;42,07;1262,05;0
31/10/2024;MUJER;ELEMENTAL;Mayor a 65;4;4;130,7;0;0;0
31/10/2024;MUJER;ESPECIAL;Entre 30 a 39;1;1;3430,27;0;0;494,67
31/10/2024;MUJER;ESPECIAL;Entre 40 a 49;10;10;12150,69;0;0;199,56
31/10/2024;MUJER;ESPECIAL;Entre 50 a 65;2;2;3810,51;0;0;791,39
31/10/2024;MUJER;ESPECIAL;Mayor a 65;1;1;0;0;0;0
31/10/2024;MUJER;INICIAL;Entre 18 a 29;200;205;113039,88;9552,25;5558,15;29871,56
31/10/2024;MUJER;INICIAL;Entre 30 a 39;138;142;119476,17;21432,31;16375,39;20201,31
31/10/2024;MUJER;INICIAL;Entre 40 a 49;141;145;101887,16;19495,17;11098,71;14544,25
31/10/2024;MUJER;INICIAL;Entre 50 a 65;171;179;156735,61;6701,82;10428,79;28179,99
31/10/2024;MUJER;INICIAL;Mayor a 65;93;96;45075,07;5997,94;471,8;6264,6
31/10/2024;MUJER;INICIAL;No Definido;3;3;286,67;0;0;286,67
31/10/2024;MUJER;NINGUNA;Entre 18 a 29;3;3;0;0;0;0
31/10/2024;MUJER;NINGUNA;Entre 30 a 39;3;3;637,27;0;0;46,78
31/10/2024;MUJER;NINGUNA;Entre 40 a 49;23;24;15219,72;594,29;97,35;759,31
31/10/2024;MUJER;NINGUNA;Entre 50 a 65;93;97;42319,48;461,48;326,51;9409,84
31/10/2024;MUJER;NINGUNA;Mayor a 65;45;46;20271,68;4219,62;264,09;2635,19
31/10/2024;MUJER;NO DISPONIBLE;Entre 18 a 29;12;12;7134,99;1541,66;233,38;960,51
31/10/2024;MUJER;NO DISPONIBLE;Entre 30 a 39;26;27;21727,49;123,05;567,32;3508,33
31/10/2024;MUJER;NO DISPONIBLE;Entre 40 a 49;14;15;6358,99;4144,72;5065,9;327,41
31/10/2024;MUJER;NO DISPONIBLE;Entre 50 a 65;16;19;33359,69;0;0;2890,38
31/10/2024;MUJER;NO DISPONIBLE;Mayor a 65;3;3;6886,28;0;0;1439,72
31/10/2024;MUJER;PRIMARIA;Entre 18 a 29;2;2;0;0;0;0
31/10/2024;MUJER;PRIMARIA;Entre 30 a 39;39;41;19720,74;0;0;5455,98
31/10/2024;MUJER;PRIMARIA;Entre 40 a 49;37;37;20467,18;951,89;826,96;2112,04
31/10/2024;MUJER;PRIMARIA;Entre 50 a 65;49;50;37774,16;749,97;372,49;9698,91
31/10/2024;MUJER;PRIMARIA;Mayor a 65;13;13;4647,9;3612,35;146,5;412,88
31/10/2024;MUJER;SECUNDARIA;Entre 18 a 29;13;13;2585,89;151,56;677,73;687,34
31/10/2024;MUJER;SECUNDARIA;Entre 30 a 39;130;139;81060,21;14374,81;3942,15;11313,27
31/10/2024;MUJER;SECUNDARIA;Entre 40 a 49;87;92;85861,2;5407,62;1978,79;9422,09
31/10/2024;MUJER;SECUNDARIA;Entre 50 a 65;108;112;118717,97;540,97;1281,63;24112,74
31/10/2024;MUJER;SECUNDARIA;Mayor a 65;28;29;23178,46;1234,4;0;3537,85
31/10/2024;MUJER;SUPERIOR;Entre 18 a 29;6958;7276;4523924,21;234061,99;248455,27;1032788,22
31/10/2024;MUJER;SUPERIOR;Entre 30 a 39;29475;31504;27290104,81;1507442,68;1511934,97;5130358,04
31/10/2024;MUJER;SUPERIOR;Entre 40 a 49;14227;14988;17253108,4;880939,47;974613,82;2677243,2
31/10/2024;MUJER;SUPERIOR;Entre 50 a 65;9883;10328;11730594,29;371181,01;468074,32;1755080,25
31/10/2024;MUJER;SUPERIOR;Mayor a 65;2248;2332;2571736,67;79493,93;65480,59;400431,32
31/10/2024;MUJER;SUPERIOR;No Definido;20;20;4040,45;0;0;4088,75
31/10/2024;NO DISPONIBLE;NO DISPONIBLE;No Definido;87;89;331866,46;4979,98;0;69695,9
30/11/2024;HOMBRE;BACHILLERATO;Entre 18 a 29;28082;28960;17710559,36;1621882,29;1429391,78;3144237,77
30/11/2024;HOMBRE;BACHILLERATO;Entre 30 a 39;32395;34392;27063085,85;3118442,8;2563268,41;3746061,52
30/11/2024;HOMBRE;BACHILLERATO;Entre 40 a 49;18869;19870;20319014,51;1934139,74;1997387,5;2351291,19
30/11/2024;HOMBRE;BACHILLERATO;Entre 50 a 65;14138;14805;16937003,21;1011720,46;1033836,19;1895009,71
30/11/2024;HOMBRE;BACHILLERATO;Mayor a 65;2576;2706;2911664,78;103648,56;84760,55;319011,84
30/11/2024;HOMBRE;BACHILLERATO;No Definido;57;57;7219,88;0;0;7296,16
30/11/2024;HOMBRE;BASICA;;34371;35838;25612184,48;1970357,05;1587669,54;3796267,95
30/11/2024;HOMBRE;ELEMENTAL;Entre 18 a 29;1;1;598,52;0;0;222
30/11/2024;HOMBRE;ELEMENTAL;Entre 40 a 49;5;5;2445,27;0;0;980,05
30/11/2024;HOMBRE;ELEMENTAL;Entre 50 a 65;2;3;0;0;0;0
30/11/2024;HOMBRE;ELEMENTAL;Mayor a 65;12;12;3389,85;0;0;998,69
30/11/2024;HOMBRE;ESPECIAL;Entre 40 a 49;2;2;681,43;0;0;0
30/11/2024;HOMBRE;ESPECIAL;Entre 50 a 65;1;1;0;0;0;0
30/11/2024;HOMBRE;ESPECIAL;Mayor a 65;1;1;909,09;0;0;95,87
30/11/2024;HOMBRE;INICIAL;Entre 18 a 29;365;368;182876,62;32121,25;18290,43;26432,55
30/11/2024;HOMBRE;INICIAL;Entre 30 a 39;235;241;166868,97;37726,82;16217,15;15696,6
30/11/2024;HOMBRE;INICIAL;Entre 40 a 49;180;184;138980,62;58813,6;8022,21;18918,34
30/11/2024;HOMBRE;INICIAL;Entre 50 a 65;185;195;187230,21;18119,88;21141,75;38791,33
30/11/2024;HOMBRE;INICIAL;Mayor a 65;131;134;66721,92;5576,59;0;13918,86
30/11/2024;HOMBRE;INICIAL;No Definido;2;2;400;0;0;400
30/11/2024;HOMBRE;NINGUNA;Entre 18 a 29;6;6;738,36;0;0;40
30/11/2024;HOMBRE;NINGUNA;Entre 30 a 39;17;19;5723,8;0;0;1091,16
30/11/2024;HOMBRE;NINGUNA;Entre 40 a 49;24;24;12386,17;2832,11;1582,78;1419,05
30/11/2024;HOMBRE;NINGUNA;Entre 50 a 65;55;56;24688,95;2906,55;338,73;4057,19
30/11/2024;HOMBRE;NINGUNA;Mayor a 65;26;26;11589,06;1421,87;102,85;2730
30/11/2024;HOMBRE;NINGUNA;No Definido;1;1;0;0;0;0
30/11/2024;HOMBRE;NO DISPONIBLE;Entre 18 a 29;19;20;17408,68;273,09;597,85;3107,87
30/11/2024;HOMBRE;NO DISPONIBLE;Entre 30 a 39;30;30;26111,13;1684,89;4666,08;3576,09
30/11/2024;HOMBRE;NO DISPONIBLE;Entre 40 a 49;19;20;20526,83;4536,23;2653,4;2944,54
30/11/2024;HOMBRE;NO DISPONIBLE;Entre 50 a 65;14;17;52458,07;523,86;1654,12;3431,93
30/11/2024;HOMBRE;NO DISPONIBLE;Mayor a 65;3;3;6251,75;0;0;795,22
30/11/2024;HOMBRE;NO DISPONIBLE;No Definido;1;1;0;0;0;0
30/11/2024;HOMBRE;PRIMARIA;Entre 18 a 29;6;6;4048,37;0;0;788,01
30/11/2024;HOMBRE;PRIMARIA;Entre 30 a 39;60;60;26778,11;580,53;0;4380,54
30/11/2024;HOMBRE;PRIMARIA;Entre 40 a 49;56;63;45130,77;708,4;189,37;6720,71
30/11/2024;HOMBRE;PRIMARIA;Entre 50 a 65;75;79;40129,48;732,59;205,39;6672,36
30/11/2024;HOMBRE;PRIMARIA;Mayor a 65;23;23;21406,28;1;0;813,52
30/11/2024;HOMBRE;SECUNDARIA;Entre 18 a 29;14;15;7869,44;0;0;1881,63
30/11/2024;HOMBRE;SECUNDARIA;Entre 30 a 39;175;184;157368,45;12242,61;18992,61;17585,67
30/11/2024;HOMBRE;SECUNDARIA;Entre 40 a 49;109;116;102738,19;7914,03;16512,72;12572,98
30/11/2024;HOMBRE;SECUNDARIA;Entre 50 a 65;120;128;99557,74;4694,31;5180,29;8477,15
30/11/2024;HOMBRE;SECUNDARIA;Mayor a 65;33;34;17063,75;1784,72;0;945,67
30/11/2024;HOMBRE;SUPERIOR;Entre 18 a 29;6231;6519;4541702,17;362906,47;297002,85;892756,24
30/11/2024;HOMBRE;SUPERIOR;Entre 30 a 39;25911;27808;24809654;2062367,89;2010012,38;3927962,37
30/11/2024;HOMBRE;SUPERIOR;Entre 40 a 49;11317;12014;16082787,56;1071364,21;1361657,3;2096635,55
30/11/2024;HOMBRE;SUPERIOR;Entre 50 a 65;7847;8188;11865431,27;575517,3;770765,88;1424866,91
30/11/2024;HOMBRE;SUPERIOR;Mayor a 65;2889;3042;4063285,81;76460,32;131291,38;558162,01
30/11/2024;HOMBRE;SUPERIOR;No Definido;14;14;2311,57;0;0;2443,76
30/11/2024;MUJER;BACHILLERATO;Entre 18 a 29;15664;16188;9098083,58;810012,02;595304,85;1787114,85
30/11/2024;MUJER;BACHILLERATO;Entre 30 a 39;17293;18242;14174506,06;1352509,44;1105093,95;2169564,68
30/11/2024;MUJER;BACHILLERATO;Entre 40 a 49;10760;11376;10797272,63;849634,37;739870,53;1633236,06
30/11/2024;MUJER;BACHILLERATO;Entre 50 a 65;9979;10471;11023919,24;557091,4;496342,71;1634250,12
30/11/2024;MUJER;BACHILLERATO;Mayor a 65;2678;2798;2848151,03;113233,69;101256,87;444651,32
30/11/2024;MUJER;BACHILLERATO;No Definido;35;35;5187,94;0;0;5247,93
30/11/2024;MUJER;BASICA;;23047;24114;17151836,7;1009691,7;727608,17;2965447,51
30/11/2024;MUJER;ELEMENTAL;Entre 30 a 39;1;1;0;0;0;0
30/11/2024;MUJER;ELEMENTAL;Entre 40 a 49;2;2;518,69;0;0;0
30/11/2024;MUJER;ELEMENTAL;Entre 50 a 65;6;7;4142,81;62,73;1297,32;1109,2
30/11/2024;MUJER;ELEMENTAL;Mayor a 65;4;4;335,24;0;0;230
30/11/2024;MUJER;ESPECIAL;Entre 30 a 39;1;1;3433,42;0;0;0
30/11/2024;MUJER;ESPECIAL;Entre 40 a 49;11;11;14180,6;0;0;2708,17
30/11/2024;MUJER;ESPECIAL;Entre 50 a 65;2;2;3772,84;0;0;893,45
30/11/2024;MUJER;ESPECIAL;Mayor a 65;1;1;0;0;0;0
30/11/2024;MUJER;INICIAL;Entre 18 a 29;202;207;111046,25;9416,79;6406,14;17784,49
30/11/2024;MUJER;INICIAL;Entre 30 a 39;137;141;90847,32;27340,33;39153,62;15875,88
30/11/2024;MUJER;INICIAL;Entre 40 a 49;143;147;101707,02;20478,47;13673,17;10998,7
30/11/2024;MUJER;INICIAL;Entre 50 a 65;169;177;144328,45;10745,13;11109,99;17856,88
30/11/2024;MUJER;INICIAL;Mayor a 65;97;100;48038,48;6113,63;356,11;8390
30/11/2024;MUJER;INICIAL;No Definido;2;2;240,94;0;0;240,94
30/11/2024;MUJER;NINGUNA;Entre 18 a 29;3;3;0;0;0;0
30/11/2024;MUJER;NINGUNA;Entre 30 a 39;3;3;954,25;0;0;542,87
30/11/2024;MUJER;NINGUNA;Entre 40 a 49;23;24;14230,93;686,64;5;1286,11
30/11/2024;MUJER;NINGUNA;Entre 50 a 65;93;97;44132,35;541,94;246,05;7343,98
30/11/2024;MUJER;NINGUNA;Mayor a 65;45;46;18354,24;4232,82;250,89;1440,65
30/11/2024;MUJER;NO DISPONIBLE;Entre 18 a 29;13;13;6833,64;1558,43;216,61;460,42
30/11/2024;MUJER;NO DISPONIBLE;Entre 30 a 39;27;28;24062,82;252,34;438,03;2617,72
30/11/2024;MUJER;NO DISPONIBLE;Entre 40 a 49;14;15;7164,52;4348,71;4861,91;1620
30/11/2024;MUJER;NO DISPONIBLE;Entre 50 a 65;16;19;37059,7;0;0;6935,16
30/11/2024;MUJER;NO DISPONIBLE;Mayor a 65;3;3;6942,56;0;0;825,19
30/11/2024;MUJER;PRIMARIA;Entre 18 a 29;2;2;0;0;0;0
30/11/2024;MUJER;PRIMARIA;Entre 30 a 39;36;38;21270,76;0;0;4175,73
30/11/2024;MUJER;PRIMARIA;Entre 40 a 49;41;41;24558,02;990,56;788,29;6970,07
30/11/2024;MUJER;PRIMARIA;Entre 50 a 65;51;52;41787,9;931,45;1136,6;10179,65
30/11/2024;MUJER;PRIMARIA;Mayor a 65;13;13;6544,12;3678,21;378,03;3007,03
30/11/2024;MUJER;SECUNDARIA;Entre 18 a 29;11;11;3123,61;434,07;395,22;1591,99
30/11/2024;MUJER;SECUNDARIA;Entre 30 a 39;131;140;77244,49;15424,83;4610,05;9605,77
30/11/2024;MUJER;SECUNDARIA;Entre 40 a 49;87;92;86294,27;6136,66;4013,87;13650,28
30/11/2024;MUJER;SECUNDARIA;Entre 50 a 65;108;111;114309,84;890,59;2347,73;17134,71
30/11/2024;MUJER;SECUNDARIA;Mayor a 65;29;31;22614,38;1240,74;0;3243,95
30/11/2024;MUJER;SUPERIOR;Entre 18 a 29;6820;7124;4464415,05;229894,8;249147,98;943933,48
30/11/2024;MUJER;SUPERIOR;Entre 30 a 39;29530;31548;27420667,05;1548237,53;1486495,61;4422107,47
30/11/2024;MUJER;SUPERIOR;Entre 40 a 49;14369;15133;17295605,18;914772,69;1081785,07;2430912,52
30/11/2024;MUJER;SUPERIOR;Entre 50 a 65;9984;10428;11717473;376973,63;515943,6;1544402,95
30/11/2024;MUJER;SUPERIOR;Mayor a 65;2275;2362;2613732,1;81755,53;72435,25;380658,78
30/11/2024;MUJER;SUPERIOR;No Definido;5;5;625,8;0;0;625,8
30/11/2024;NO DISPONIBLE;NO DISPONIBLE;No Definido;93;95;327836,37;4979,98;0;51168,13
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
